User_ID,Age_Group,Gender,Lit,Trust_Norm,Q1_Supplier,Q2_Paint,Q3_Machine,Q4_Flight,Q5_Lunch,Q6_Spa,Q7_Server,Q8_Post,Q9_Bridge,Q10_Stock,Q11_Vaccine,Q12_Tower,Q13_News,Q14_Embezzlement,Q15_Airbag,Q16_Hostage
142,Từ 18 đến 24,Nam,1.0,0.75,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người
143,Từ 18 đến 24,Nam,0.0,0.375,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người
144,Từ 18 đến 24,Nam,1.0,0.375,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI
145,Dưới 18,Nữ,0.0,0.875,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người
146,Từ 18 đến 24,Nữ,0.75,0.25,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người
147,Từ 18 đến 24,Nam,0.75,0.125,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người
148,Dưới 18,Nam,0.25,0.75,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI
149,Từ 18 đến 24,Nữ,0.5,1.0,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người
150,Từ 18 đến 24,Nữ,0.25,0.625,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI
151,Từ 18 đến 24,Nữ,0.25,0.625,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI
152,Từ 18 đến 24,Nữ,0.0,0.375,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người
153,Từ 18 đến 24,Nam,0.25,0.625,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI
154,Trên 50,Nam,0.5,0.5,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người
155,Từ 18 đến 24,Nữ,0.0,0.875,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI
156,Từ 18 đến 24,Nam,1.0,0.5,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người
157,Từ 18 đến 24,Nữ,0.75,0.625,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người
158,Từ 18 đến 24,Nữ,1.0,0.375,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI
159,Từ 18 đến 24,Nữ,0.5,0.75,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI
160,Từ 18 đến 24,Nam,0.75,0.125,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người
161,Từ 18 đến 24,Nữ,0.75,0.25,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI
162,Từ 18 đến 24,Nam,0.0,0.875,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI
163,Từ 18 đến 24,Nữ,0.5,0.75,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI
164,Dưới 18,Nữ,0.25,0.5,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI
165,Từ 18 đến 24,Nam,0.25,0.5,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI
166,Từ 18 đến 24,Nữ,0.0,0.5,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người
167,Từ 18 đến 24,Nữ,0.0,0.0,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người
168,Dưới 18,Nam,0.25,0.625,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI
169,Từ 18 đến 24,Nam,0.0,0.875,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI
170,Từ 18 đến 24,Nam,1.0,0.5,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI
171,Dưới 18,Nam,0.0,0.75,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI
172,Từ 18 đến 24,Nam,1.0,0.625,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người
173,Từ 18 đến 24,Nữ,1.0,0.75,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người
174,Từ 18 đến 24,Nam,0.5,0.25,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người
175,Từ 18 đến 24,Nam,1.0,0.625,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người
176,Từ 18 đến 24,Nữ,0.0,0.5,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI
177,Từ 18 đến 24,Nam,0.0,0.375,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người
178,Từ 25 đến 34,Nữ,1.0,0.5,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người
179,Từ 18 đến 24,Nam,0.75,0.0,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI
180,Từ 18 đến 24,Nam,1.0,0.75,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI
181,Dưới 18,Nữ,0.25,0.625,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người
182,Từ 25 đến 34,Nữ,1.0,0.375,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người
183,Từ 18 đến 24,Nữ,0.25,0.375,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người
184,Từ 18 đến 24,Nữ,0.25,0.25,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người
185,Từ 18 đến 24,Nữ,0.25,0.0,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người
186,Từ 18 đến 24,Nam,1.0,0.375,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người
187,Từ 18 đến 24,Nam,0.25,0.0,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người
188,Từ 18 đến 24,Nữ,0.75,0.375,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI
189,Từ 18 đến 24,Nữ,0.75,0.125,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI
190,Dưới 18,Nữ,0.5,0.0,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người
191,Từ 18 đến 24,Nam,0.0,0.25,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người
192,Từ 18 đến 24,Nam,0.5,0.5,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người
193,Từ 18 đến 24,Nữ,0.75,0.25,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người
194,Từ 18 đến 24,Nam,0.0,0.0,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI
195,Từ 18 đến 24,Nữ,0.25,0.125,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI
196,Từ 18 đến 24,Nữ,1.0,0.25,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người
197,Từ 18 đến 24,Nam,0.25,0.25,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI
198,Từ 18 đến 24,Nữ,0.0,0.875,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người
199,Từ 18 đến 24,Nữ,1.0,0.125,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người
200,Từ 18 đến 24,Nam,0.5,1.0,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người
201,Từ 18 đến 24,Nữ,0.75,0.5,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI
202,Dưới 18,Nữ,0.25,0.875,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI
